Company Name,Current Email,Current Phone,Contract Value
DRS NAVAL POWER SYSTEMS INC,,,2689073.45
KOKOSING INC.,,,2684000.0
LEO A DALY + NBBJ JV,,,2680165.4
TRC GOVERNMENT SERVICES  LLC,,,2674584.0
OKLAHOMA GAS AND ELECTRIC COMPANY,,,2667597.5
CORNERSTONE PROGRAMS CORP,,,2667134.99
UNIVERSITY OF CALIFORNIA  DAVIS,,,2665102.5
L3HARRIS APPLIED TECHNOLOGIES  INC,,,2657140.79
ENVIROVANTAGE INC,,,2651541.08
CONSTELLATION SOFTWARE INC,,,2651171.24
USA WASTE OF CALIFORNIA  INC,,,2644148.24
PEOPLETEC  INC.,,,2636093.0
COUNTY REHABILITATION CENTER INC,,,2629653.44
E S WAGNER COMPANY,,,2628706.74
MIKE HOOKS  INC.,,,2611300.0
FIRETROL PROTECTION SYSTEMS  INC.,,,2597387.21
ABLE AEROSPACE SERVICES  INC.,,,2595831.6799999997
STANLEY CONSULTANTS-STANTEC JV,,,2593225.7600000002
RIO GRANDE ELECTRIC COOPERATIVE  INC.,,,2573235.74
RQ-MAGANN JV,,,2564165.63
EVERSOURCE ENERGY,,,2560163.0
UNIVERSITY OF DELAWARE,,,2539883.0
AVESHKA  INC.,,,2534146.3499999996
STRAUB CONSTRUCTION  INC.,,,2522631.0
GOODRICH CORP,,,2521693.43
THE ESCAL INSTITUTE OF ADVANCED TECHNOLOGIES INC,,,2514501.0
TRELLISWARE TECHNOLOGIES INC,,,2509473.0
AMETEK  INC.,,,2504180.0
U.S. BANK NATIONAL ASSOCIATION,,,2500000.0
CHESAPEAKE TECHNOLOGY INTERNATIONAL  CORP.,,,2481482.0
ROTHERMERE CONTINUATION LIMITED,,,2479186.07
INTACT TECHNOLOGY INC,,,2458421.0
MIDEA GROUP CO.  LTD.,,,2457611.92
HENNEBERY EDDY ARCHITECTS  INC.,,,2449904.5
OREGON UNIVERSITY SYSTEM,,,2446618.0
"APHENA PHARMA SOLUTIONS - TENNESSEE, LLC",,,2435982.02
AEGIS TOXICOLOGY SCIENCES CORPORATION,,,2427648.5
J. F. TAYLOR  INC.,,,2425399.45
TIMKEN COMPANY  THE,,,2411640.0
HAWKINS DELAFIELD & WOOD LLP,,,2410750.0
MARYLAND INDUSTRIAL TRUCKS  INCORPORATED,,,2399383.0
BANYAN COMMUNITY HEALTH CENTER INC,,,2384666.12
CROSS COUNTRY HEALTHCARE  INC.,,,2378584.0
LEVEL 3 TELECOM HOLDINGS  LLC,,,2352738.84
FRANCOIS IV,,,2340500.0
HEICO CORPORATION,,,2340015.8
PEMBROOKE OCCUPATIONAL HEALTH  INC.,,,2334520.53
OHIO MACHINERY CO.,,,2330185.0
STERLING CONSTRUCTION COMPANY  INC.,,,2321458.45
GOVERNMENT OF THE UNITED STATES,,,2314760.0
ACME AEROSPACE  INC.,,,2310093.5700000003
ROCK VALLEY COMMUNITY PROGRAMS INC,,,2308683.74
SCI TECHNOLOGY  INC,,,2297538.5
DY4 INC,,,2286375.0
AVION SOLUTIONS  INC.,,,2282406.79
HITACHI  LTD.,,,2280603.0
LIQUIDAGENTS HEALTHCARE  LLC,,,2280000.0
GEOSYNTEC CONSULTANTS  INC.,,,2278857.0
HUMAN SERVICE CENTER,,,2274152.6
ABM FACILITY SUPPORT SERVICES  LLC,,,2272190.4
CHANGE HEALTHCARE OPERATIONS  LLC,,,2265539.94
DUNLAP AND ASSOCIATES  INC.,,,2239193.2
KALAMAZOO PROBATION ENHANCEMENT PROGRAM,,,2238364.6
SIRIUS FEDERAL LLC,,,2237947.76
ALVIS INC,,,2232427.58
LEEWARD CONSTRUCTION INC.,,,2222222.0
DEFINITIVE LOGIC CORPORATION,,,2220547.06
TREEHOUSE FOODS  INC.,,,2197569.09
CITY OF JACKSONVILLE,,,2192256.0
SO-PAK-CO  INC,,,2186725.0
OIL STATES INDUSTRIES  INC.,,,2175365.0
HISPANIC ASSOCIATION OF COLLEGES & UNIVERSITIES,,,2165899.73
SCRIPTPRO USA INC,,,2155884.15
MACROLINK  INC.,,,2150491.56
VOLUNTEERS OF AMERICA OF INDIANA  INC.,,,2150420.0
SHI INTERNATIONAL CORP.,,,2149291.86
HANSEN-MUELLER CO,,,2148000.0
SODEXO MANAGEMENT INC.,,,2147842.59
ELECTROMECH TECHNOLOGIES LLC,,,2147753.36
BLOOMBERG L.P.,,,2145000.0
MCCARTHY HITT - NEXT NGA WEST JOINT VENTURE,,,2141180.0
DEPARTMENT OF REHABILITATION S,,,2137473.05
KCI USA  INC.,,,2137410.0
RMF ENGINEERING  INC.  P.C.,,,2133312.0
DEAF ACCESS SOLUTIONS  INC,,,2130900.4
XEROX HOLDINGS CORPORATION,,,2130390.73
CENTURUM INC.,,,2128970.41
PAGE IMEG JOINT VENTURE  LLC,,,2128133.0
KORTE-RIVER CITY JV,,,2123022.0
A-DEC  INC.,,,2120947.2
FEDERAL STAFFING RESOURCES  LLC,,,2115978.18
STATE OF OREGON DEPARTMENT OF FISH AND WILDLIFE,,,2115231.52
VETERAN ENTERPRISE TECHNOLOGY SERVICES  LLC,,,2113138.08
SEED INNOVATIONS  LLC,,,2110308.9
PCCI  INC.,,,2101176.93
MARYLAND STATE DEPARTMENT OF EDUCATION,,,2099534.4
FEDRESULTS  INC.,,,2091189.32
FLIR DETECTION  INC.,,,2088623.78
SARGENTO FOODS INC.,,,2076255.47
WISCONSIN COMMUNITY SERVICES  INC.,,,2069820.54
TOWILL  INC.,,,2069102.0
STUDIOS ARCHITECTURE,,,2066980.06
PHARM-OLAM  LLC,,,2065280.0
AECOM - HDR JOINT VENTURE DESIGN TEAM JV,,,2064535.41
ABB INC,,,2057763.01
ILLUMINA  INC.,,,2057211.54
LABVANTAGE SOLUTIONS PRIVATE LIMITED,,,2050000.0
CLIENT NETWORK SERVICES LLC,,,2044979.83
ATMOSPHERIC & SPACE TECHNOLOGY RESEARCH ASSOCIATES LLC,,,2036930.0
CREOAL CONSULTING LLC,,,2035200.0
BEI PRECISION SYSTEMS & SPACE COMPANY  INC,,,2033900.0
NATIONAL SPECTRUM CONSORTIUM INC,,,2032616.7
PAR GOVERNMENT SYSTEMS CORPORATION,,,2030979.0
BRTRC FEDERAL SOLUTIONS  INC.,,,2028398.54
ONEX CORPORATION,,,2025405.52
LEO A DALY COMPANY,,,2017295.39
L-3 COMMUNICATIONS VERTEX AEROSPACE LLC,,,2015117.31
MORRIS GROUP  INC.,,,2006907.99
MEGGITT (ROCKMART)  INC.,,,2005988.0
BLACK & VEATCH-STANTEC JV LOUISVILLE,,,2003498.16
"T-MOBILE USA, INC.",,,2003286.92
APTIM-TOKYU CONSTRUCTION JV  LLC,,,2001767.89
3A  LLC,,,2000000.0
PIONEER INDUSTRIES  LLC,,,1999999.56
ABSG CONSULTING INC,,,1998350.0
MAERSK INC.,,,1992307.69
UNIVERSITY OF ILLINOIS,,,1991222.0
FLINT ELECTRIC MEMBERSHIP CORP,,,1988347.0
WAUKESHA BEARINGS CORPORATION,,,1982875.0
ABRAXAS ALLIANCE  INC.,,,1973907.0
THOMAS INSTRUMENT & MACHINE CO.  INC.,,,1971881.0
HB&A  LLC,,,1971236.92
CACI-ISS  LLC,,,1968303.4
VOITH HYDRO INC,,,1964434.91
JAVA PRODUCTIONS  INC.,,,1958028.8
LOUISIANA UNIV LAFAYETTE,,,1955151.0
HEALTHEWAY  INC.,,,1950000.0
MERCHANTS CO,,,1949616.0
NOVARTIS AG,,,1947738.6
ON ASSIGNMENT  INC.,,,1944297.68
VASCULAR SOLUTIONS LLC,,,1933143.85
NATIONAL MARINE SANCTUARY FOUNDATION,,,1930000.0
JOHNS HOPKINS UNIVERSITY  THE,,,1927714.0
STRUCTURAL PRESERVATION SYSTEMS  LLC,,,1922282.77
CHOBANI LLC,,,1919698.02
BASIC COMMERCE & INDUSTRIES INC,,,1910464.28
EMAGINE IT INC,,,1904634.93
AFFILIATED ENGINEERS  INC.,,,1903000.0
THE DAY & ZIMMERMANN GROUP INC,,,1902782.49
SEATTLE CANCER CARE ALLIANCE,,,1899029.0
ECS FEDERAL  LLC,,,1882000.0
STRYKER CORPORATION,,,1877698.12
MICHAEL FOODS  INC.,,,1876695.26
SAINT LOUIS UNIVERSITY,,,1871862.0
XATOR LLC,,,1866093.29
RIVERSIDE CHRISTIAN MINISTRIES INC,,,1865918.5
VAREC INC,,,1863502.52
MARQUIS SOFTWARE SOLUTIONS  INC,,,1860000.0
RQ-DPR JV,,,1850728.0
AZENTA  INC.,,,1836800.0
GEOSYNTEC BRICE JV  LLC,,,1834937.0
WISS  JANNEY  ELSTNER ASSOCIATES  INC.,,,1834108.4100000001
AMERICAN NATIONAL RED CROSS  THE,,,1829554.0
RYAN COMPANIES US  INC.,,,1827558.86
MICROSEMI CORP. - RF SIGNAL PROCESSING,,,1826500.0
SKILLS INC,,,1826243.16
DRAGERWERK AG & CO. KGAA,,,1824289.46
COLLEGE ENTRANCE EXAMINATION BOARD,,,1814723.0
CLARIVATE ANALYTICS (US) LLC,,,1814398.0
DIGITAL INFUZION  LLC,,,1811890.04
CACI-WGI  LLC,,,1810246.8
HOWDEN AMERICAN FAN COMPANY,,,1809588.0
GW COMMERCIAL SERVICES INC,,,1806064.78
BENHAM - MEAD & HUNT,,,1801309.19
INDEL POWER GROUP  LLC,,,1800794.34
FITCH SOLUTIONS  INC.,,,1800261.0
JACOBS GEOSYNTEC A JOINT VENTURE,,,1800131.0
ENTERGY LOUISIANA  LLC,,,1800000.0
MANPOWERGROUP PUBLIC SECTOR INC.,,,1800000.0
PMO PARTNERSHIP JV  LLC,,,1800000.0
TURNING POINT OF CENTRAL CALIFORNIA INC,,,1799613.79
ODYSSEY SYSTEMS CONSULTING GROUP  LTD.,,,1789392.9
SKIDMORE  OWINGS & MERRILL LLP,,,1788342.18
STACEY HOYT  PHD  INC.,,,1788020.0
THE W.W. WILLIAMS COMPANY  LLC,,,1787310.0
SOCIAL IMPACT INC,,,1786157.0
EPIQ CLASS ACTION & CLAIMS SOLUTIONS  INC.,,,1782350.0
INOVA HEALTH CARE SERVICES,,,1780396.0
GOODWILL KEYSTONE AREA,,,1772957.6600000001
WELLSPRING WORLDWIDE INC,,,1767585.0
VALOR HEALTHCARE INC,,,1765104.0
MAGELLAN AEROSPACE  MIDDLETOWN  INC,,,1763820.0
RICELAND FOODS INC,,,1761576.6099999999
STERIS INSTRUMENT MANAGEMENT SERVICES  INC,,,1760120.2
INSPIRITEC  INC.,,,1758252.76
TACTAIR FLUID CONTROLS  INC.,,,1755745.0
HILL-ROM  INC.,,,1755056.2
ACS CORRECTIONS OF TEXAS LLC,,,1751962.9
QUINN EVANS ARCHITECTS INC,,,1751887.91
PTI TECHNOLOGIES INC.,,,1745341.2
ARAMARK SPORTS AND ENTERTAINMENT SERVICES LLC,,,1743292.68
SCHNEIDER ELECTRIC USA  INC.,,,1739870.27
GOODWILL INDUSTRIES OF KENTUCKY  INC.,,,1738269.24
HYDROGEOLOGIC  INC.,,,1734607.09
MASON & HANGER-POND JOINT VENTURE LP,,,1733053.25
LOVELACE BIOMEDICAL RESEARCH INSTITUTE,,,1730877.0
AMERICAN FOUNDATION FOR BIOLOGICAL RESEARCH,,,1729597.0
NORTHERN DEFENSE INDUSTRIES  LLC,,,1729251.6
TELOS CORPORATION,,,1727974.4
UNDERSEA SENSOR SYSTEMS  INC.,,,1724426.0
VERSATERM PUBLIC SAFETY US INC,,,1720567.24
CARDNO-EA PARTNERS JOINT VENTURE,,,1718606.2
TRINIDAD/BENHAM CORP.,,,1716050.13
REGENTS OF THE UNIVERSITY OF MINNESOTA,,,1715743.0
PURDUE UNIVERSITY,,,1709968.0
BA & W ENTERPRISES  INC.,,,1707075.0
TARLTON CORP,,,1702619.0
SCHAFER AEROSPACE  INC.,,,1698593.0
KITCO FIBER OPTICS INC,,,1696479.18
NORTON ROSE FULBRIGHT US LLP,,,1689044.0
KLEINFELDER - STANTEC USACE A JOINT VENTURE,,,1683286.4
THE ROSS GROUP CONSTRUCTION CORPORATION,,,1680170.0
THE CORPORATE SOURCE INC,,,1665122.67
MILESTONE CONTRACTORS  LP,,,1662243.36
W. F. MAGANN CORPORATION,,,1657280.0
SOFT COMPUTER CONSULTANTS INC.,,,1650447.34
BOOSTED COMMERCE INC.,,,1647371.0
JTG  INC.,,,1647012.0
VETERANS HOLDING GROUP LLC,,,1641968.88
HYATT CORPORATION,,,1641097.54
DIDLAKE INC,,,1626285.72
MEDICAL SCIENCE & COMPUTING  LLC,,,1621670.4
SATCOM DIRECT GOVERNMENT  INC.,,,1621000.0
NORTHEAST MISSOURI HEALTH COUNCIL  INC.,,,1619431.92
GEOGRAPHIC INFORMATION SERVICES  INC.,,,1619333.76
SES SPACE & DEFENSE  INC.,,,1613499.54
INTELLIBRIDGE LLC,,,1600000.0
KIMLEY-HANSON-BERGMANN JV,,,1595047.42
PRIMORIS SERVICES CORPORATION,,,1594935.0
TRAHAN ARCHITECTS  (A PROFESSIONAL ARCHITECTURAL CORPORATION),,,1586134.06
POTOMACWAVE CONSULTING  INC.,,,1583308.8
GOLDER ASSOCIATES INC.,,,1581276.0
EMPOWER AI  INC.,,,1581119.04
VOLUNTEERS OF AMERICA OF WESTERN NEW YORK  INC,,,1580400.0
MIDWEST CITY PUBLIC SCHOOLS I-52,,,1576689.25
PROFESSIONAL PROJECT SERVICES  INC.,,,1562854.5
MARVEL ARCHITECTS LANDSCAPE ARCHITECTS URBAN DESIGNERS PLLC,,,1559944.24
ARKWIN INDUSTRIES  INC.,,,1557510.0
TRILLION ERP NEXT GENERATION LLC,,,1555086.0
SYRINGA NETWORKS  LLC,,,1552391.67
YALE UNIVERSITY,,,1548389.0
BUSINESS PRODUCTS GROUP  INC.,,,1535574.81
FEI COMPANY,,,1534079.64
D+S INTERNATIONAL LLC,,,1523794.0
SCHNEIDER ELECTRIC SE,,,1522267.0
JONES LANG LASALLE INCORPORATED,,,1519643.94
COMTECH TELECOMMUNICATIONS CORP.,,,1515031.44
SOFT TECH CONSULTING  INC.,,,1514465.5
CENTRAL ADMIXTURE PHARMACY SERVICES INC,,,1500000.0
HITACHI ZOSEN CORPORATION,,,1500000.0
PACIFIC STAR COMMUNICATIONS  INC.,,,1497781.78
CREW TRAINING INTERNATIONAL  INC,,,1494435.48
A.L. PHILPOTT MANUFACTURING EXTENSION PARTNERSHIP,,,1490000.0
APHC  INC.,,,1489713.0
TEAC AEROSPACE TECHNOLOGIES  INC.,,,1480500.0
VEOLIA WATER NORTH AMERICA-WEST  LLC,,,1479490.86
CORIX UTILITY SYSTEMS GEORGIA INC,,,1478928.0
CAMBRIDGE INTERNATIONAL SYSTEMS INC.,,,1476134.71
STELLAR SOLUTIONS INC,,,1471883.41
INVISIO COMMUNICATIONS INC,,,1470991.45
AECOM + TETRA TECH JOINT VENTURE,,,1468469.06
GE RENEWABLES US LLC,,,1466482.46
PENNSYLVANIA MEDICAL SOCIETY INC,,,1465565.93
LOGISTIC SERVICES INTERNATIONAL  INC.,,,1463506.25
LOMBART BROTHERS  INC.,,,1460649.82
BASTION TECHNOLOGIES  INC.,,,1458565.65
GLOBAL RESOURCE SOLUTIONS  INC.,,,1453436.9
ACCESS INTERPRETING INC,,,1452058.62
CORE TECH-HAWAIIAN DREDGING LLC,,,1433989.86
SCHNEIDER ELECTRIC SA,,,1433406.28
PROGRESSIVE ELDERCARE SERVICES-SALINE  INC,,,1432438.35
SWISS STEEL HOLDING AG,,,1422500.0
AVI-SPL LLC,,,1421162.3
NOVA GROUP  INC.,,,1420000.0
BWI TPC  A JOINT VENTURE,,,1419135.88
SHANNON & WILSON INC,,,1416925.36
JOHNSON & JOHNSON,,,1415087.36
CONSTELLATION NEWENERGY INC,,,1414222.24
SCALE AI  INC.,,,1400000.0
DLR GROUP INC,,,1398964.06
CACI INC - FEDERAL,,,1394530.0
CRANE ELECTRONICS  INC,,,1394157.0
SEABULK LOGISTICS SERVICES LLC,,,1394072.8
JACKSON LABORATORY,,,1393264.0
ROICOM USA LLC,,,1392000.0
CHERRY STREET SERVICES  INC.,,,1391934.0
FORRESTER RESEARCH  INC.,,,1389771.3
YTC HOLDINGS  INC.,,,1382778.95
PETER KIEWIT SONS'  INC.,,,1381515.9
COORDINATED TRANSPORTATION SOLUTIONS  INC,,,1375129.25
FEDCAP REHABILITATION SERVICES  INC.,,,1368645.0
CITY OF MARION,,,1367363.0
DANIEL J. KEATING COMPANY,,,1366678.0
ALASKA AEROSPACE CORP,,,1365279.5
HALMA PUBLIC LIMITED COMPANY,,,1363077.0
PERKINS EASTMAN ARCHITECTS  PC,,,1362840.71
SHARED MEDICAL SERVICES INC,,,1360676.76
EBSCO INDUSTRIES  INC.,,,1359067.88
JTL GROUP  INC.,,,1348576.45
CISION US INC,,,1346916.0
FRAMATOME INC,,,1345995.0
TRILLION TECHNOLOGY SOLUTIONS INC,,,1345465.6
PORT OF HOPE CENTERS INC,,,1344600.0
SHIMADZU CORPORATION,,,1341656.25
CLIFFORD CHANCE US LLP,,,1340430.0
GREENLAND ENTERPRISES  INC.,,,1337247.43
TECHLAW CONSULTANTS INC,,,1336867.34
1SPATIAL INC,,,1335075.0
STARLIMS CORPORATION,,,1325033.16
KONINKLIJKE BOSKALIS WESTMINSTER N.V.,,,1324999.0
DMG MORI FEDERAL SERVICES  INC.,,,1322321.0
ITT AEROSPACE CONTROLS LLC,,,1321320.0
VOLUNTEERS OF AMERICA SOUTHEAST LOUISIANA  INC.,,,1314300.0
TRUSTEES OF BOSTON UNIVERSITY,,,1314077.0
GE VERNOVA OPERATIONS LLC,,,1312544.0
SYSTEM STUDIES & SIMULATION  INC.,,,1304514.46
BLAND ENGINEERING  INCORPORATED,,,1299351.0
THE BOSTON CONSULTING GROUP INC,,,1293679.0
CTG  INC.,,,1292565.6
REDHORSE CORPORATION,,,1291375.0
ENNEAD ARCHITECTS LLP,,,1291163.69
AAA COMPLETE BUILDING SERVICES INC.,,,1290970.51
GREATER LOS ANGELES VETERANS RESEARCH AND EDUCATION FOUNDATION,,,1286771.0
SPAW GLASS HOLDING  L.P.,,,1284667.96
INTERGRAPH CORPORATION,,,1284524.0
DSFEDERAL  INC,,,1283906.8
HUNT VALVE COMPANY  INC.,,,1278180.0
OBAYASHI CORPORATION,,,1271000.0
INTERCONTINENTAL CONSTRUCTION CONTRACTING INC,,,1270277.0
HANDICARE USA INC,,,1269620.52
EXPEDITEINFOTECH  INC.,,,1268064.0
PAE INCORPORATED,,,1267260.63
PACT INC,,,1266845.0
DUCOMMUN LABARGE TECHNOLOGIES  INC.,,,1265000.0
PUGET SOUND ENERGY INC,,,1262498.0
ACCESS TO ADVANCED HEALTH INSTITUTE,,,1260556.0
CELLCO PARTNERSHIP,,,1255261.15
ALEXION PHARMACEUTICALS INC,,,1253969.76
L3HARRIS MARITIME POWER & ENERGY SOLUTIONS  INC,,,1252964.08
O. K. FOODS  INC.,,,1251691.5
STATE OF SOUTH DAKOTA-DIVISION OF OASI,,,1250000.0
UNIVERSITY OF MISSOURI SYSTEM,,,1250000.0
BECTON  DICKINSON AND COMPANY,,,1247625.75
CLARKSON UNIVERSITY,,,1247247.0
TALBERT HOUSE,,,1246345.6
WRIGHT LINE LLC,,,1234577.0
NATIONAL MARROW DONOR PROGRAM,,,1233452.0
CVS PHARMACY  INC,,,1229829.0
MOOG MILITARY AIRCRAFT LLC,,,1228223.7
WEST VIRGINIA DIVISION OF REHABILITATION SERVICES,,,1225769.96
INFOSCITEX CORPORATION,,,1224986.13
RESILIENCE GOVERNMENT SERVICES  INC.,,,1223182.0
CHAND LLC,,,1220973.75
UNIVERSITY OF CALIFORNIA  LOS ANGELES,,,1219967.0
SKIDMORE OWINGS & MERRILL LLP,,,1217777.87
MAXAR SPACE ROBOTICS LLC,,,1217590.0
BOARD OF REGENTS OF THE UNIVERSITY OF NEBRASKA,,,1207737.0
FLATIRON/DRAGADOS/SUKUT JOINT VENTURE,,,1203377.47
THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT SAN ANTONIO,,,1202306.0
SPIRE MARKETING INC,,,1200000.0
ORION MARINE CONSTRUCTION  INC.,,,1196400.0
OVERHAUL SUPPORT SERVICES  LLC,,,1178457.0
ITW GSE INC.,,,1173771.0
KROESCHELL ENGINEERING CO. INC.,,,1171834.84
WOOD ENVIRONMENT & INFRASTRUCTURE SOLUTIONS  INC.,,,1168893.13
J.B.A. CONSULTING ENGINEERS  INC.,,,1168854.04
OFFICINE MACCAFERRI SPA,,,1168272.0
GWWO  INC.,,,1162937.06
UNITED PULSE TRADING INC,,,1162000.0
ETHOSENERGY ACCESSORIES AND COMPONENTS  LLC,,,1161480.0
ISHPI INFORMATION TECHNOLOGIES  INC.,,,1153832.48
"VECTRUS, INC.",,,1152816.05
HOTTINGER BRUEL & KJAER SOLUTIONS LLC,,,1150015.0
CONTI ENTERPRISES  INC.,,,1150000.0
SALMON GROUP INC,,,1144083.38
WEBUILD SPA,,,1135582.35
FRAUNHOFER-GESELLSCHAFT ZUR FORDERUNG DER ANGEWANDTEN FORSCHUNG EINGETRAGENER VE,,,1135533.0
TREVI FINANZIARIA INDUSTRIALE SPA,,,1135477.74
SALIENT FEDERAL SOLUTIONS  INC.,,,1134678.88
FULTONST1 LLC,,,1130844.0
R & K SOLUTIONS INC,,,1129912.73
PSC-SCHENKELSHULTZ: A JOINT VENTURE,,,1126394.46
IHRC  INCORPORATED,,,1123939.2
LEIDOS SMS INC,,,1123384.11
ATLANTIC DIVING SUPPLY  INC.,,,1117993.92
SOLPAC CONSTRUCTION INC,,,1112171.0
AMERIGAS PROPANE  L.P.,,,1109138.3
CARDINAL HEALTH 200  LLC,,,1103009.0
TIMKEN GEARS & SERVICES INC.,,,1100998.0
ADVANCED CORE CONCEPTS  LLC,,,1100257.28
TETRA TECH-BLACK & VEATCH JV,,,1096189.0
HUNTON & WILLIAMS LLP,,,1093881.0
MARINEX CONSTRUCTION  INC.,,,1093200.0
BURO HAPPOLD CONSULTNG ENGINEERS PC,,,1092895.38
URS-SMITHGROUP JOINT VENTURE,,,1090936.0
HAGERSTOWN GOODWILL INDUSTRIES  INCORPORATED,,,1089324.88
FLATIRON-DRAGADOS-SUKUT JOINT VENTURE,,,1087144.0
JOERNS HEALTHCARE LLC,,,1083166.97
CTA CONSTRUCTION MANAGERS  LLC,,,1079826.56
TRIMBLE INC.,,,1065699.66
FLINTCO  LLC,,,1065511.0
STANTEC-FNI JV,,,1065112.0
MBDA,,,1065015.77
ORIGAMI RISK LLC,,,1064073.4
MSA SAFETY SALES  LLC,,,1060646.4
REFINITIV US LLC,,,1057660.0
KITCO  LLC,,,1051125.0
FORT MYER CONSTRUCTION CORP,,,1049118.07
MELINTA THERAPEUTICS  LLC,,,1047233.0
MICROSEMI FREQUENCY AND TIME CORP,,,1043428.0
COLORADO DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENT,,,1043040.14
KEYW CORPORATION  THE,,,1039950.0
THE PASHA GROUP,,,1039674.0
THE NAVAL AVIATION MUSEUM FOUNDATION  INC.,,,1039500.0
THE ROBINS & MORTON GROUP,,,1037851.0
TYSON FRESH MEATS INC,,,1037718.6
SKILS'KIN,,,1033149.93
BV-WOOLPERT JOINT VENTURE,,,1033019.99
SYBLON-REID CO.,,,1031140.0
VISTA STAFFING SOLUTIONS  INC.,,,1030480.0
AEROCONTROLEX GROUP  INC.,,,1027752.0
MANAGED CARE ADVISORS  INC.,,,1022747.03
SWBR AND TRO JUNG/BRANNEN ARCHITECTS AND ENGINEERS IN JOINT VENTURE,,,1022209.0
EMERGENCY CARE RESEARCH INSTITUTE,,,1020000.0
LANDVEST INC,,,1019865.0
GARDNER DENVER NASH LLC,,,1018350.0
FOLLETT SCHOOL SOLUTIONS  LLC,,,1017300.0
ROCK CREEK PUBLISHING GROUP INC.,,,1016942.54
MEGGITT SAFETY SYSTEMS INC,,,1016060.0
BAE SYSTEMS AEROSPACE & DEFENSE GROUP INC.,,,1015368.48
LYNN/CORNERSTONE HOLDINGS  LLC,,,1012500.0
UNIVERSITY OF FLORIDA,,,1010969.0
4-COUNTY ELECTRIC POWER ASSOCIATION,,,1009261.72
STANDARDS WORK INC,,,1007745.98
THYSSENKRUPP ROTHE ERDE USA INC.,,,1004250.0
GRYPHON AEROSPACE  LLC,,,1000867.0
GLOBAL REACH CONSULTING LLC,,,1000000.0
IMAGINE ONE TECHNOLOGY & MANAGEMENT LTD,,,1000000.0
RENSSELAER POLYTECHNIC INSTITUTE,,,1000000.0
VEOLIA ENVIRONNEMENT,,,1000000.0
WSP E&IS - HDR JOINT VENTURE,,,998968.0
GROUP W INC.,,,997931.64
ULTISAT  INC,,,994920.0
THE GORDIAN GROUP  INC.,,,991002.0
GED TESTING SERVICE LLC,,,990000.0
BENDER CCP  INC.,,,989094.0
BWI/TPC  A JOINT VENTURE,,,988756.74
CHILDRENS HOSPITAL MEDICAL CENTER,,,988196.0
JPC GROUP INC,,,985180.0
GTT GLOBAL TELECOM GOVERNMENT SERVICES  LLC,,,983430.0
MANAGEMENT CONSULTING  INC.,,,982479.04
THERMO FISHER SCIENTIFIC INC.,,,981811.38
BRUKER CORPORATION,,,978199.0
EQUIFAX WORKFORCE SOLUTIONS LLC,,,973468.84
FRESENIUS KABI  LLC,,,971596.05
GRYPHON INVESTORS  INC.,,,968393.0
MORPHOSIS ARCHITECTS,,,968084.07
UNIVERSITY OF TOLEDO,,,967160.0
SKANSKA USA CIVIL WEST CALIFORNIA DISTRICT INC.,,,965821.73
D. AEROSPACE LLC,,,965520.0
CAMPBELL COMPANIES,,,965194.0
ROCKWELL AUTOMATION  INC.,,,965073.36
MEGGITT PLC,,,962856.0
HAMILTON SUNDSTRAND SPACE SYSTEMS INTERNATIONAL  INC,,,961497.0
WEST VIRGINIA DEPT OF HUMAN SERVICES,,,958544.54
S. B. BALLARD CONSTRUCTION COMPANY,,,957743.09
INCADENCE STRATEGIC SOLUTIONS LLC,,,957623.23
INTERTEK USA INC.,,,956377.53
STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SERVICES,,,955870.0
BRACCO SPA,,,955318.72
UNIVERSITY SYSTEM OF MARYLAND,,,955271.0
"LAMPSON INTERNATIONAL, LLC",,,954264.9
OPPORTUNITY VILLAGE,,,952949.26
DTE ENERGY COMPANY,,,951784.31
RGH ENTERPRISES  LLC,,,950000.0
OBXTEK INC.,,,949773.1
SERVICE DISABLED VETERANS BUSINESS ASSOCIATION  INC.,,,948596.87
JACOBS/HUITT-ZOLLARS  A JOINT VENTURE,,,948064.93
HALFWAY HOUSE  INC.,,,945000.0
HERLEY INDUSTRIES  INC.,,,943950.0
FOUNDATION FOR ADVANCING VETERANS HEALTH RESEARCH,,,943110.0
AXIM GEOSPATIAL  LLC,,,943003.2
CAPITAL CURRENCY TEAM,,,938815.65
PEERLESS INSTRUMENT CO.  INC.,,,936342.0
AUGUST SCHELL ENTERPRISES  INC.,,,935000.0
AIRGAS USA  LLC,,,927531.0
O.C. LUGO CO.  INC.  THE,,,925056.0
STANLEY-OLSSON JOINT VENTURE,,,924820.0
AGRIBUSINESS DEVELOPMENT CORPORATION,,,924330.18
INFORMATION SYSTEMS AUDIT AND CONTROL ASSOCIATION  INC.,,,920000.0
CORE TECH INTERNATIONAL CORPORATION,,,918085.92
RAILROAD CONSTRUCTION COMPANY  INC.,,,917191.0
IQ SOLUTIONS  INC.,,,914741.0
STAGO INTERNATIONAL,,,912497.09
THERMO ELECTRON CORPORATION,,,911680.0
PROGRESSIVE ELDERCARE SERVICES-MORRILTON  INC.,,,908113.0
OAKTREE CAPITAL MANAGEMENT  L.P.,,,902691.1
