company,contract_count,total_contract_value,agencies,naics,has_subcontract_plan
NAMMO AS,2,53445498.86000001,"DEPT OF THE ARMY, DEPT OF THE NAVY","325920, 332993",True
PRECISION FOR MEDICINE  INC.,3,53343608.0,NATIONAL INSTITUTES OF HEALTH,541715,True
LABORATORY CORPORATION OF AMERICA,29,53073701.410000004,"CENTERS FOR DISEASE CONTROL AND PREVENTION, DEPT OF THE ARMY, VETERANS AFFAIRS, DEPARTMENT OF",621511,True
CDW GOVERNMENT LLC,14,52698095.67,"DEPT OF THE ARMY, DEPT OF THE NAVY, FEDERAL ACQUISITION SERVICE, OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION (ASA)","334111, 511210",True
OLYMPUS AMERICA INC,27,52447188.440000005,"DEPT OF THE AIR FORCE, VETERANS AFFAIRS, DEPARTMENT OF","333310, 339112, 339113",True
GENERAL DYNAMICS ONE SOURCE LLC,10,52026562.46999999,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY, DEPT OF THE NAVY, EDUCATION, DEPARTMENT OF","334111, 334220, 541519, 541715",True
COLSA CORPORATION,9,51938286.87,"DEPT OF THE AIR FORCE, DEPT OF THE NAVY, NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","541330, 541611, 541712",True
COOPER MACHINERY SERVICES LLC,1,51389625.0,DEPT OF THE AIR FORCE,811310,True
CHEROKEE NATION,1,51242480.92,OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT,611519,True
OST INC,7,51054134.53000001,DEPT OF THE ARMY,541330,True
TELEPERFORMANCE SE,4,50986155.29000001,"CONSUMER FINANCIAL PROTECTION BUREAU, INTERNAL REVENUE SERVICE, U.S. CITIZENSHIP AND IMMIGRATION SERVICES","541519, 541930",True
W. M. JORDAN COMPANY  INCORPORATED,4,50859075.339999996,DEPT OF THE NAVY,236220,True
STRATEGIC RESOURCES  INCORPORATED,5,50827195.67,DEPT OF THE ARMY,541612,True
NOVITAS SOLUTIONS  INC.,4,50329781.580000006,CENTERS FOR MEDICARE AND MEDICAID SERVICES,"524114, 524292, 541990",True
OWL COMPANIES,7,50269265.24,OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT,611519,True
NTT DATA FEDERAL SERVICES  INC.,1,50053780.31,AGENCY FOR INTERNATIONAL DEVELOPMENT,541511,True
GLOBAL CONNECTIONS TO EMPLOYMENT  INC.,10,49876255.50000001,"DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY (DCSA), DEPT OF THE AIR FORCE, DEPT OF THE ARMY","541990, 561720",True
TECHNICA LLC,5,49825067.160000004,DEPT OF THE ARMY,561210,True
ADVANCED TECHNOLOGY INTERNATIONAL,10,49806244.0,DEPT OF THE NAVY,541715,True
WORKFORCE COMMISSION  TEXAS,5,49798650.06,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY",722310,True
WERRES CORPORATION,1,49591411.97,DEFENSE LOGISTICS AGENCY,333922,True
AGILITI HEALTH INC,15,49306276.720000006,"ADMINISTRATION FOR STRATEGIC PREPAREDNESS AND RESPONSE, DEFENSE HEALTH AGENCY (DHA), DEPT OF THE AIR FORCE, DEPT OF THE ARMY, VETERANS AFFAIRS, DEPARTMENT OF","339113, 811210",True
WSP USA ENVIRONMENT & INFRASTRUCTURE INC.,14,49294880.82,"BUREAU OF INDIAN AFFAIRS, DEPT OF THE AIR FORCE, DEPT OF THE ARMY, ENVIRONMENTAL PROTECTION AGENCY, FEDERAL EMERGENCY MANAGEMENT AGENCY","541330, 541620, 541690, 561210, 562910",True
ECC CONSTRUCTORS LLC,2,49284406.03,DEPT OF THE ARMY,"562119, 562211",True
HUMAN RESOURCES RESEARCH ORGANIZATION (HUMRRO),12,49131060.61000001,"DEPT OF THE ARMY, FEDERAL ACQUISITION SERVICE","541715, 611710",True
REPUBLIC SERVICES  INC.,2,49055373.0,"DEPT OF THE ARMY, NATIONAL INSTITUTES OF HEALTH","562112, 562211",True
GLOBAL ENGINEERING SERVICES N.V.,8,49047719.269999996,"DEFENSE LOGISTICS AGENCY, DEPT OF THE ARMY, DEPT OF THE NAVY","333120, 333924",True
TRX SYSTEMS  INC.,3,48948286.86,DEPT OF THE ARMY,334511,True
IAP GLOBAL SERVICES  LLC,1,48865392.65,DEPT OF THE ARMY,541712,True
APPLIED RESEARCH SOLUTIONS  INC.,1,48750000.0,DEPT OF THE AIR FORCE,541715,True
ATEC  INC.,13,48330468.33,DEPT OF THE AIR FORCE,811310,True
ADVANCED BIOSCIENCE LABORATORIES  INC.,10,48290445.0,NATIONAL INSTITUTES OF HEALTH,"541512, 541712, 541715",True
INTERNATIONAL BUSINESS MACHINES CORP,1,48193724.0,DEPT OF THE AIR FORCE,541715,True
TAYLOR DEFENSE PRODUCTS  LLC,5,48159717.809999995,DEPT OF THE ARMY,"333120, 333924",True
MEB GENERAL CONTRACTORS INC,2,47912874.0,"DEPT OF THE ARMY, DEPT OF THE NAVY","237120, 237990",True
RESOLUTION CONSULTANTS - AN AECOM-ENSAFE JOINT VENTURE,21,47773875.879999995,DEPT OF THE NAVY,541330,True
HUMANA GOVERNMENT BUSINESS INC,1,47723496.06,DEFENSE HEALTH AGENCY (DHA),524114,True
SMITHS DETECTION INC.,5,47656468.32,"DEPT OF THE ARMY, DRUG ENFORCEMENT ADMINISTRATION, U.S. CUSTOMS AND BORDER PROTECTION","334511, 334517, 334519, 811210",True
"AEP ENERGY, INC.",3,47161732.52,"NATIONAL INSTITUTES OF HEALTH, VETERANS AFFAIRS, DEPARTMENT OF",221112,True
WORLDWIDE LANGUAGE RESOURCES  LLC,1,46916314.79,U.S. SPECIAL OPERATIONS COMMAND (USSOCOM),541930,True
SES GOVERNMENT SOLUTIONS  INC.,1,46891636.0,DEPT OF THE AIR FORCE,517410,True
CANON MEDICAL SYSTEMS USA  INC.,29,46760536.85,"DEFENSE LOGISTICS AGENCY, VETERANS AFFAIRS, DEPARTMENT OF",423450,True
FORD MOTOR COMPANY,27,46751362.0,FEDERAL ACQUISITION SERVICE,336111,True
LAKESIDE FOODS  INC.,18,46660873.77,AGRICULTURAL MARKETING SERVICE,"311421, 311611",True
PILGRIM'S PRIDE CORPORATION,13,46505221.2,AGRICULTURAL MARKETING SERVICE,311615,True
SALIENT FEDERAL-SGIS INC,1,46496752.5,DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY (DCSA),541519,True
GARTNER  INC.,19,46311382.9,"BUREAU OF ENGRAVING AND PRINTING, CENTERS FOR DISEASE CONTROL AND PREVENTION, DEPARTMENTAL OFFICES, DEPT OF THE NAVY, FEDERAL AVIATION ADMINISTRATION",541519,True
CHOCTAWHATCHEE ELECTRIC COOPERATIVE  INC.,1,45966839.0,DEFENSE LOGISTICS AGENCY,221122,True
TECHTRANS INTERNATIONAL  INC.,1,45951748.0,DEPT OF THE ARMY,561920,True
ROSS GROUP CONSTRUCTION CORPORATION  LLC,3,45715066.0,"DEPT OF THE ARMY, PUBLIC BUILDINGS SERVICE",236220,True
AXLE INFORMATICS  LLC,14,45656306.44,NATIONAL INSTITUTES OF HEALTH,541990,True
PERATON LABS INC,7,45594465.24,"DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA), DEPT OF THE AIR FORCE, DEPT OF THE NAVY",541715,True
INTERNATIONAL MARINE AND INDUSTRIAL APPLICATORS  LLC,10,45538824.00999999,DEPT OF THE NAVY,336611,True
SUMMIT CONSULTING LLC,3,45367200.06,"AGRICULTURAL RESEARCH SERVICE, HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF, UNITED STATES INTERNATIONAL DEVELOPMENT FINANCE CORPORATION",541611,True
GEORGIA TECH APPLIED RESEARCH CORP,16,45302374.879999995,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY, MISSILE DEFENSE AGENCY (MDA)","541330, 541715",True
DZYNE TECHNOLOGIES INCORPORATED,3,44935515.0,DEPT OF THE AIR FORCE,541715,True
DRS SYSTEMS  INC,6,44851489.129999995,"DEPT OF THE NAVY, U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","334290, 334511, 336413",True
FREQUENTIS USA  INC,1,44757413.59,FEDERAL AVIATION ADMINISTRATION,334210,True
SIRIUS INTERNATIONAL INSURANCE GROUP LTD,2,44724295.57,BUREAU OF THE FISCAL SERVICE,"524210, 524292",True
CARGILL  INCORPORATED,9,44650794.42,AGRICULTURAL MARKETING SERVICE,"311611, 311615, 311999",True
AMERICAN STATES WATER COMPANY,2,44599051.0,"DEFENSE LOGISTICS AGENCY, DEPT OF THE ARMY","221310, 221320",True
CUBRC  INC.,5,44490925.35,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY, DEPT OF THE NAVY","541715, 611310",True
COMPU-LINK CORP,2,44383206.0,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",522390,True
ALPHABET INC.,2,44367191.13,CENTERS FOR DISEASE CONTROL AND PREVENTION,541380,True
THOMSON COMPANY INC  THE,11,44277291.08,"BUREAU OF THE FISCAL SERVICE, FEDERAL COMMUNICATIONS COMMISSION, INTERNAL REVENUE SERVICE, NATIONAL LABOR RELATIONS BOARD, OFFICE OF THE INSPECTOR GENERAL","511120, 519130",True
VANGUARD INSPECTION SERVICES,12,44215850.410000004,FEDERAL EMERGENCY MANAGEMENT AGENCY,541350,True
UTAH STATE UNIVERSITY,8,44107055.39,"DEPT OF THE AIR FORCE, MISSILE DEFENSE AGENCY (MDA), NATIONAL AERONAUTICS AND SPACE ADMINISTRATION, NATIONAL INSTITUTES OF HEALTH","541511, 541711, 541713, 541714, 541715",True
HEALTH SERVICES HOLDINGS  INC.,1,44079370.0,CENTERS FOR MEDICARE AND MEDICAID SERVICES,541690,True
SENECA FOODS CORP,30,43955859.21,AGRICULTURAL MARKETING SERVICE,311421,True
L3HARRIS INTERSTATE ELECTRONICS CORPORATION,3,43920677.42,"DEPT OF THE AIR FORCE, DEPT OF THE NAVY","334511, 541330",True
ACC CONSTRUCTION CO.  INC.,4,43840344.44,DEPT OF THE ARMY,236220,True
BT GROUP PLC,1,43834564.66,DEFENSE INFORMATION SYSTEMS AGENCY (DISA),517110,True
INSTITUTE FOR DEFENSE ANALYSES INC,2,43824378.7,WASHINGTON HEADQUARTERS SERVICES (WHS),541990,True
PHOENIX INTERNATIONAL HOLDINGS  INC.,16,43636739.0,DEPT OF THE NAVY,"336611, 541330",True
MANUFACTURING TECHNIQUES  INC.,5,43498001.03,"DEPT OF THE ARMY, DEPT OF THE NAVY","334418, 541715",True
PFSWEB  INC.,8,43453581.44,UNITED STATES MINT,518210,True
CHIMES DISTRICT OF COLUMBIA INC,6,43437026.39999999,"DEPARTMENTAL OFFICES, DEPT OF THE ARMY, FEDERAL PRISON SYSTEM / BUREAU OF PRISONS, PUBLIC BUILDINGS SERVICE","561210, 561720",True
AKIMA SUPPORT OPERATIONS  LLC,3,43369832.28,DEPT OF THE ARMY,561210,True
WOODWARD  INC.,9,43195706.39,"DEFENSE LOGISTICS AGENCY, DEPT OF THE AIR FORCE, DEPT OF THE ARMY, DEPT OF THE NAVY","336412, 336413, 811219",True
CH2M HILL - CDM PA-TAC RECOVERY SERVICES,4,43003153.760000005,FEDERAL EMERGENCY MANAGEMENT AGENCY,541611,True
THALES USA  INC.,1,42979256.0,DEPT OF THE NAVY,334511,True
GILBANE FEDERAL JV,1,42913417.73,DEPT OF THE ARMY,236220,True
CACI  LLC - COMMERCIAL,11,42898029.4,"OFFICES, BOARDS AND DIVISIONS",541199,True
GE AVIATION SYSTEMS LLC,5,42861552.93,DEPT OF THE NAVY,336413,True
ENTRUST CORPORATION,1,42559865.51,FEDERAL ACQUISITION SERVICE,541519,True
VISTA OUTDOOR INC.,7,42474681.52,"DEPT OF THE ARMY, TRANSPORTATION SECURITY ADMINISTRATION, U.S. CUSTOMS AND BORDER PROTECTION, U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT, U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","332992, 332994",True
R. J. ZAVORAL & SONS  INC.,1,42450278.25,DEPT OF THE ARMY,237990,True
PCL CONSTRUCTION INC,1,42435502.0,INTERNATIONAL BOUNDARY AND WATER COMMISSION: U.S.-MEXICO,237110,True
SPIRIT AEROSYSTEMS HOLDINGS  INC.,4,42346305.0,"DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA), DEPT OF THE AIR FORCE, NATIONAL AERONAUTICS AND SPACE ADMINISTRATION",541715,True
LEPRINO FOODS COMPANY,10,42180728.92999999,AGRICULTURAL MARKETING SERVICE,311513,True
VIASAT INC,2,42124208.3,"DEPT OF THE AIR FORCE, U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","334220, 334290",True
TEXTRON AVIATION DEFENSE LLC,6,42117572.65,DEPT OF THE AIR FORCE,"336411, 336413",True
ASM RESEARCH  LLC,7,41828006.96,"DEFENSE HUMAN RESOURCES ACTIVITY, DEPARTMENTAL OFFICES, DEPT OF THE ARMY","541512, 541519",True
WSP USA INC.,15,41796811.73,"DEPT OF THE NAVY, FEDERAL HIGHWAY ADMINISTRATION","541330, 611430",True
PHILIPS NORTH AMERICA LLC,6,41580460.53,"DEFENSE LOGISTICS AGENCY, VETERANS AFFAIRS, DEPARTMENT OF",334510,True
ELBIT SYSTEMS LTD,17,41489619.10000001,"DEFENSE LOGISTICS AGENCY, DEPT OF THE AIR FORCE, DEPT OF THE ARMY, DEPT OF THE NAVY","332994, 334511, 335999, 336413, 811210",True
MISSOURI DEPARTMENT OF SOCIAL SERVICES,2,41350208.89,DEPT OF THE ARMY,722310,True
CLEAR VANTAGE POINT SOLUTIONS LLC,2,41181548.37,"VETERANS AFFAIRS, DEPARTMENT OF",541512,True
SARGENT AEROSPACE & DEFENSE  LLC,11,41108199.2,DEPT OF THE NAVY,"332919, 333914, 333998, 334290",True
GENERAL MOTORS COMPANY,1,40978708.0,U.S. SECRET SERVICE,336211,True
ABBOTT LABORATORIES,12,40910342.0,"DEFENSE HEALTH AGENCY (DHA), DEPT OF THE ARMY, NATIONAL INSTITUTES OF HEALTH, VETERANS AFFAIRS, DEPARTMENT OF","334516, 541714",True
WYNNEWOOD ENERGY CO LLC,22,40908744.75000001,DEFENSE LOGISTICS AGENCY,324110,True
PACIFIC SCIENTIFIC ENERGETIC MATERIALS COMPANY (CALIFORNIA LLC),7,40863957.46,"DEPT OF THE AIR FORCE, DEPT OF THE NAVY","325920, 332993",True
FIRST COAST SECURITY SOLUTIONS  INC.,2,40851906.8,OFFICE OF PROCUREMENT OPERATIONS,561612,True
UNIVERSAL PROTECTION SERVICE  LIMITED PARTNERSHIP,7,40764219.620000005,OFFICE OF PROCUREMENT OPERATIONS,561612,True
MARE ISLAND DRY DOCK LLC,9,40623715.730000004,"NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION, U.S. COAST GUARD",336611,True
ROCHE HOLDING AG,10,40389033.04,"DEFENSE HEALTH AGENCY (DHA), DEPT OF THE ARMY, INDIAN HEALTH SERVICE, VETERANS AFFAIRS, DEPARTMENT OF",334516,True
LEIDOS SECURITY DETECTION & AUTOMATION  INC.,2,40047768.44,TRANSPORTATION SECURITY ADMINISTRATION,334517,True
HOMESAFE ALLIANCE LLC,8,40000000.0,USTRANSCOM,488510,True
YOUNG & RUBICAM INC.,2,39991488.68,DEPT OF THE NAVY,541810,True
COLSA CORP,3,39914995.160000004,"DEPT OF THE ARMY, DEPT OF THE NAVY","541330, 541712",True
WOODS HOLE OCEANOGRAPHIC INSTITUTION,2,39800789.0,DEPT OF THE NAVY,"336999, 541715",True
VISION TECHNOLOGIES SYSTEMS  INC.,1,39618915.0,DEPT OF THE NAVY,336611,True
QUEST DIAGNOSTICS INCORPORATED,19,39541814.04,"CENTERS FOR DISEASE CONTROL AND PREVENTION, INDIAN HEALTH SERVICE, NATIONAL INSTITUTES OF HEALTH, VETERANS AFFAIRS, DEPARTMENT OF","541380, 621511",True
NATIONAL CENTER FOR DEFENSE MANUFACTURING AND MACHINING,7,39353324.0,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY","541330, 541715",True
ANTHEM  INC.,3,39237759.0,CENTERS FOR MEDICARE AND MEDICAID SERVICES,"524114, 541519",True
CULMEN INTERNATIONAL  LLC,6,39198698.43,"DEFENSE THREAT REDUCTION AGENCY (DTRA), DEPT OF THE AIR FORCE, DEPT OF THE ARMY, FEDERAL ACQUISITION SERVICE, OFFICE OF PROCUREMENT OPERATIONS","541330, 541611, 541990, 561210",True
C. J. MAHAN CONSTRUCTION COMPANY  LLC,5,39078822.05,DEPT OF THE ARMY,"237110, 237990",True
REGION WALLONNE,11,39051271.42,"DEFENSE LOGISTICS AGENCY, DEPT OF THE ARMY","332994, 541715",True
SAALEX CORP.,2,38981494.81,DEPT OF THE NAVY,541330,True
SUNQUEST INFORMATION SYSTEMS  INC.,1,38800000.0,"VETERANS AFFAIRS, DEPARTMENT OF",513210,True
ABT GLOBAL LLC,9,38217812.65,"AGENCY FOR INTERNATIONAL DEVELOPMENT, CENTERS FOR DISEASE CONTROL AND PREVENTION, CENTERS FOR MEDICARE AND MEDICAID SERVICES, DEPARTMENTAL OFFICES, DEPT OF THE ARMY","541330, 541611, 541618, 541720, 541990",True
MAPP BIOPHARMACEUTICAL  INC.,1,38199745.0,ADMINISTRATION FOR STRATEGIC PREPAREDNESS AND RESPONSE,541714,True
SHIMMICK CONSTRUCTION COMPANY  INC.,3,38166777.22,DEPT OF THE ARMY,237990,True
ACUITY-CHS  LLC,7,38090067.0,"BUREAU OF LAND MANAGEMENT, INTERNAL REVENUE SERVICE, U.S. CUSTOMS AND BORDER PROTECTION","621111, 621498, 621999",True
PAE LABAT-ANDERSON LLC,7,38070389.86,"OFFICES, BOARDS AND DIVISIONS",541199,True
IDAHO POWER CASH REMITTANCE,2,37947331.0,"ENERGY, DEPARTMENT OF, FEDERAL BUREAU OF INVESTIGATION",221122,True
CH2M HILL CLARK NEXSEN ENERGY PARTNERS JV,6,37708770.60000001,DEPT OF THE NAVY,541330,True
HALFF ASSOCIATES  INC.,5,37648705.06,DEPT OF THE ARMY,541330,True
LOGISTICS MANAGEMENT INSTITUTE,2,37440961.44,WASHINGTON HEADQUARTERS SERVICES (WHS),541990,True
INNOVATION ASSOCIATES  INC.,1,37338839.0,"VETERANS AFFAIRS, DEPARTMENT OF",333993,True
EUROPEAN HOLDING COMPANY  SE,4,37298177.65,DEPT OF THE ARMY,332994,True
MIKE HOOKS  LLC,7,37258364.239999995,DEPT OF THE ARMY,237990,True
POINT BLANK ENTERPRISES  INC.,2,37175511.44,"DEFENSE LOGISTICS AGENCY, DEPT OF THE NAVY","315210, 339113",True
EXP GLOBAL INC,7,37167468.87,DEPT OF THE ARMY,"236220, 541310, 541330",True
HARVARD PILGRIM HEALTH CARE INC,4,37024999.99,FOOD AND DRUG ADMINISTRATION,518210,True
TWO SIX LABS  LLC,5,36900659.0,"DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA), DEPT OF THE AIR FORCE","541511, 541715",True
DOMINION PRIVATIZATION TEXAS  LLC,1,36672228.24,DEFENSE LOGISTICS AGENCY,221122,True
COAST PROFESSIONAL  INC.,14,36606634.51,"BUREAU OF THE FISCAL SERVICE, INTERNAL REVENUE SERVICE","522310, 561440",True
MODEX THERAPEUTICS LLC,1,36440886.62,ADMINISTRATION FOR STRATEGIC PREPAREDNESS AND RESPONSE,541714,True
DATA SYSTEMS ANALYSTS  INC.,1,36153074.94,ENVIRONMENTAL PROTECTION AGENCY,541512,True
BHATE ENVIRONMENTAL ASSOCIATES  INC.,16,36086718.35,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY","236220, 238910",True
ARROW ELECTRONICS  INC.,11,35786300.53,"DEFENSE LOGISTICS AGENCY, DEPARTMENTAL OFFICES, DEPT OF THE AIR FORCE, DEPT OF THE NAVY, FEDERAL ENERGY REGULATORY COMMISSION","334111, 443120, 541519",True
OLSSON INDUSTRIAL ELECTRIC  INC,2,35673919.0,DEPT OF THE ARMY,"237990, 238210",True
SICPA HOLDING SA,25,35570039.2,BUREAU OF ENGRAVING AND PRINTING,325910,True
DOMINION ENERGY  INC.,5,35561678.81,"DEFENSE LOGISTICS AGENCY, DEPT OF THE NAVY, ENERGY, DEPARTMENT OF, FEDERAL PRISON SYSTEM / BUREAU OF PRISONS, NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","221112, 221118, 221122, 221210",True
DIRECT ENERGY BUSINESS LLC,10,35412356.86,"BUREAU OF ENGRAVING AND PRINTING, VETERANS AFFAIRS, DEPARTMENT OF","221112, 221122",True
MACK DEFENSE LLC,4,35350656.91,"DEFENSE LOGISTICS AGENCY, DEPT OF THE ARMY","333120, 336120",True
COOPER/PORTS AMERICA  LLC,11,35324099.03,USTRANSCOM,488320,True
KEYLOGIC TECHNOLOGIES CORP.,2,35249910.980000004,"ENERGY, DEPARTMENT OF, FEDERAL ACQUISITION SERVICE","541330, 541511",True
WESTERN DIGITAL TECHNOLOGIES  INC.,1,35041091.0,DEPT OF THE AIR FORCE,541715,True
PAR TECHNOLOGY CORPORATION,1,34901392.23,DEPT OF THE NAVY,541330,True
FREESTATE ELECTRIC COOPERATIVE INC,1,34792827.96,DEFENSE LOGISTICS AGENCY,221122,True
AI CONVOY TOPCO & CY S.C.A.,12,34684739.59,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY, DEPT OF THE NAVY","332912, 334220, 334511, 541330, 811210",True
JOHNSON CONTROLS  INC.,10,34423885.43000001,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY, DEPT OF THE NAVY, PUBLIC BUILDINGS SERVICE, VETERANS AFFAIRS, DEPARTMENT OF","333415, 334290, 541330, 541512",True
BLACK & VEATCH-JACOBS JV,1,34377531.0,DEPT OF THE NAVY,541330,True
J. KOKOLAKIS CONTRACTING  INC.,5,34348592.120000005,DEPT OF THE ARMY,236220,True
PULLMAN SST  INC.,1,34175000.0,PUBLIC BUILDINGS SERVICE,236220,True
PLANNED SYSTEMS INTERNATIONAL  INC.,3,33942986.879999995,"DEFENSE HEALTH AGENCY (DHA), VETERANS AFFAIRS, DEPARTMENT OF",541511,True
SAFRAN,10,33862483.15,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY, DEPT OF THE NAVY, FEDERAL ACQUISITION SERVICE, U.S. COAST GUARD","334511, 336413, 488190, 541715, 811219",True
THE CBE GROUP  INC.,10,33775557.699999996,"BUREAU OF THE FISCAL SERVICE, INTERNAL REVENUE SERVICE",541211,True
W R SYSTEMS LTD.,11,33748170.09,DEPT OF THE NAVY,"541330, 541690",True
ARTEL  LLC,4,33715951.32,DEFENSE INFORMATION SYSTEMS AGENCY (DISA),517110,True
FORCEPOINT FEDERAL LLC,5,33682558.8,"DEPT OF THE AIR FORCE, DEPT OF THE NAVY, FEDERAL BUREAU OF INVESTIGATION, SOCIAL SECURITY ADMINISTRATION",611420,True
CW GOVERNMENT TRAVEL INC,3,33619301.04,"FEDERAL ACQUISITION SERVICE, OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT, STATE, DEPARTMENT OF","481111, 561510",True
GOLD CREEK FOODS  LLC,7,33544080.0,AGRICULTURAL MARKETING SERVICE,311615,True
LIFE CYCLE ENGINEERING INC,9,33421067.909999996,DEPT OF THE NAVY,"541330, 541990",True
STERLING COMPUTERS CORPORATION,15,33416407.51,"BUREAU OF OCEAN ENERGY MANAGEMENT, CENTERS FOR DISEASE CONTROL AND PREVENTION, DEFENSE INFORMATION SYSTEMS AGENCY (DISA), DEPT OF THE AIR FORCE, DEPT OF THE NAVY",541519,True
MCMILLEN  INC.,3,33399679.78,DEPT OF THE ARMY,"237990, 541330",True
ADVENT INTERNATIONAL CORPORATION,2,33189949.42,"STATE, DEPARTMENT OF","339999, 541519",True
GHD-COWI JOINT VENTURE,4,32940974.51,DEPT OF THE NAVY,541330,True
BLACK MICRO CORPORATION,1,32794073.0,DEPT OF THE NAVY,237310,True
EMERALD COAST UTILITY SERVICES INC,1,32704560.0,DEFENSE LOGISTICS AGENCY,221310,True
AIRBUS US SPACE & DEFENSE INC,1,32674209.75,DEPT OF THE ARMY,488190,True
JOHNSON CONTROLS NAVY SYSTEMS  LLC,5,32646614.01,DEPT OF THE NAVY,"333415, 334290",True
EQ & CH REMEDIATION,1,32441052.5,ENVIRONMENTAL PROTECTION AGENCY,562910,True
IRONCLAD TECHNOLOGY SERVICES LLC,2,32436664.14,DEPT OF THE NAVY,541512,True
RICARDO DEFENSE  INC.,2,32373840.4,DEPT OF THE ARMY,339999,True
GLOBAL PCCI (GPC),14,32366215.0,DEPT OF THE NAVY,488390,True
JOSEPH J. ALBANESE  INC.,1,32156478.5,FEDERAL HIGHWAY ADMINISTRATION,237310,True
TRIMAN INDUSTRIES INC,18,32079536.790000003,"DEFENSE LOGISTICS AGENCY, DEPT OF THE NAVY","326211, 332510, 332999, 333992, 333998, 334290, 335311, 335312, 336390, 336413",True
TK ELEVATOR CORPORATION,2,32046857.0,PUBLIC BUILDINGS SERVICE,238290,True
A.P. MOLLER OG HUSTRU CHASTINE MC-KINNEY MOLLERS FOND TIL ALMENE FORMAAL,6,32029192.220000006,USTRANSCOM,483111,True
GENERAL DYNAMICS GLOBAL FORCE  LLC,4,31934140.41,DEPT OF THE ARMY,541712,True
MASSMAN CONSTRUCTION CO.,2,31891221.0,DEPT OF THE ARMY,237990,True
REGENTS OF THE UNIVERSITY OF CALIFORNIA  THE,3,31875076.0,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,"336414, 541715",True
CHARLES RIVER LABORATORIES INTERNATIONAL  INC.,8,31848635.0,NATIONAL INSTITUTES OF HEALTH,"112990, 541940",True
LGS INNOVATIONS LLC,4,31726950.55,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY","517110, 541715",True
SLALOM  LLC,1,31726450.53,U.S. CITIZENSHIP AND IMMIGRATION SERVICES,541511,True
QLARANT INTEGRITY SOLUTIONS LLC,2,31717573.0,CENTERS FOR MEDICARE AND MEDICAID SERVICES,541990,True
RED GOLD INC,11,31662053.819999997,AGRICULTURAL MARKETING SERVICE,311421,True
TEAMSTAFF  INC.,2,31611357.71,"VETERANS AFFAIRS, DEPARTMENT OF",561320,True
INTERNATIONAL SOS GOVERNMENT SERVICES INC.,3,31593441.09,DEFENSE HEALTH AGENCY (DHA),524114,True
HARKINS BUILDERS  INC.,1,31536881.04,DEPT OF THE NAVY,236220,True
COTTRELL CONTRACTING CORPORATION,1,31520000.0,DEPT OF THE ARMY,237990,True
HIGHMARK INC.,2,31430150.0,DEFENSE HEALTH AGENCY (DHA),524114,True
TNT CONSTRUCTORS,1,31373062.0,DEPT OF THE NAVY,236220,True
AB VOLVO,2,31310081.27,DEFENSE LOGISTICS AGENCY,333120,True
STATE OF TEXAS TWC,10,31260874.07,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY",722310,True
STRATAS FOODS LLC,8,31259380.75,AGRICULTURAL MARKETING SERVICE,311225,True
PACIFIC DEFENSE STRATEGIES  INC.,1,31256281.0,DEPT OF THE AIR FORCE,541715,True
JLL-RER SOLUTIONS  LLC,3,31235110.14,DEPT OF THE ARMY,541350,True
BARNARD CONSTRUCTION COMPANY  INCORPORATED,4,31091828.6,"BUREAU OF RECLAMATION, DEPT OF THE ARMY",237990,True
BLIND AND VISION IMPAIRED  VIRGINIA DEPARTMENT FOR THE,2,31088218.009999998,DEPT OF THE ARMY,722310,True
NELSON REFRIGERATION INC,6,31059114.020000003,DEFENSE COMMISSARY AGENCY  (DECA),561210,True
PTC INC.,2,31023027.24,"DEPT OF THE AIR FORCE, DEPT OF THE NAVY","336413, 541511",True
